customerid,invoicedate,invoicenumber,productid,quantity,price,total,orderstatus,sessionduration,deliveryrating,productrating,sales,payment_method,avg_price_per_product,customer_satisfaction_index
3163,2/22/2019,63194104,51,3,50.59,151.77,In Process,4.24,0,0,0,PayPal,50.59,0
8142,2/22/2019,45916741,95,1,50.48,50.48,Cancelled,3.47,0,0,0,PayPal,50.48,0
3279,2/23/2019,80609189,73,1,30.57,30.57,Cancelled,5.51,0,0,0,PayPal,30.57,0
3279,2/23/2019,80609189,73,1,30.57,30.57,Cancelled,5.51,0,0,0,PayPal,30.57,0
3279,2/22/2021,20624046,100,2,98.59,197.18,Cancelled,4.12,0,0,0,Credit Card,98.59,0
3279,2/22/2021,20624046,100,2,98.59,197.18,Cancelled,4.12,0,0,0,Credit Card,98.59,0
7467,2/23/2019,40302112,66,2,56.01,112.02,Completed,7.53,5,5,112.02,Crypto,56.01,560.1
1128,2/24/2019,70062063,12,2,86.11,172.22,In Process,4.7,0,0,0,Credit Card,86.11,0
2470,2/24/2019,69991816,27,1,72.93,72.93,Completed,0.71,5,5,72.93,Bank Transfer,72.93,364.65
6111,2/25/2019,26294854,34,3,48.24,144.72,In Process,1.39,0,0,0,Bank Transfer,48.24,0
7540,2/25/2019,35566693,32,1,91.37,91.37,In Process,3.13,0,0,0,Credit Card,91.37,0
8024,2/25/2019,12709786,26,3,34.43,103.29,Completed,4.86,2,4,103.29,Credit Card,34.43,309.87
7669,2/26/2019,86454414,31,1,43.5,43.5,In Process,8.33,0,0,0,Crypto,43.5,0
5055,2/26/2019,50669223,4,2,32.43,64.86,Completed,6.85,4,3,64.86,PayPal,32.43,227.01
9919,2/27/2019,63221839,40,3,89.85,269.55,Completed,5.43,4,5,269.55,PayPal,89.85,1212.975
1973,2/27/2019,23855191,89,1,37.61,37.61,Completed,9.42,3,5,37.61,PayPal,37.61,150.44
2922,2/27/2019,44109210,39,1,41.61,41.61,In Process,0.27,0,0,0,Credit Card,41.61,0
2922,2/27/2019,44109210,39,1,41.61,41.61,In Process,0.27,0,0,0,Credit Card,41.61,0
2922,2/27/2019,44109210,39,1,41.61,41.61,In Process,0.27,0,0,0,Credit Card,41.61,0
2922,6/11/2020,15959328,40,1,89.85,89.85,Cancelled,0.22,0,0,0,Crypto,89.85,0
2922,6/11/2020,15959328,40,1,89.85,89.85,Cancelled,0.22,0,0,0,Crypto,89.85,0
2922,6/11/2020,15959328,40,1,89.85,89.85,Cancelled,0.22,0,0,0,Crypto,89.85,0
2922,6/3/2023,63706941,26,2,34.43,68.86,In Process,1.9,0,0,0,PayPal,34.43,0
2922,6/3/2023,63706941,26,2,34.43,68.86,In Process,1.9,0,0,0,PayPal,34.43,0
2922,6/3/2023,63706941,26,2,34.43,68.86,In Process,1.9,0,0,0,PayPal,34.43,0
7006,2/27/2019,21302560,82,3,5.82,17.46,Completed,4.11,5,5,17.46,Bank Transfer,5.82,87.3
7006,2/27/2019,21302560,82,3,5.82,17.46,Completed,4.11,5,5,17.46,Bank Transfer,5.82,87.3
7006,6/6/2019,93810804,9,1,73.83,73.83,In Process,9.21,0,0,0,PayPal,73.83,0
7006,6/6/2019,93810804,9,1,73.83,73.83,In Process,9.21,0,0,0,PayPal,73.83,0
7107,2/28/2019,13449170,45,2,3.67,7.34,Cancelled,9.84,0,0,0,PayPal,3.67,0
7107,2/28/2019,13449170,45,2,3.67,7.34,Cancelled,9.84,0,0,0,PayPal,3.67,0
7107,2/28/2019,13449170,45,2,3.67,7.34,Cancelled,9.84,0,0,0,PayPal,3.67,0
7107,4/9/2021,68907816,63,1,57.12,57.12,Completed,1.49,5,5,57.12,Bank Transfer,57.12,285.6
7107,4/9/2021,68907816,63,1,57.12,57.12,Completed,1.49,5,5,57.12,Bank Transfer,57.12,285.6
7107,4/9/2021,68907816,63,1,57.12,57.12,Completed,1.49,5,5,57.12,Bank Transfer,57.12,285.6
7107,7/22/2023,58989693,35,2,78.78,157.56,Completed,9.38,3,5,157.56,PayPal,78.78,630.24
7107,7/22/2023,58989693,35,2,78.78,157.56,Completed,9.38,3,5,157.56,PayPal,78.78,630.24
7107,7/22/2023,58989693,35,2,78.78,157.56,Completed,9.38,3,5,157.56,PayPal,78.78,630.24
3623,3/1/2019,98537015,39,2,41.61,83.22,In Process,6.32,0,0,0,Crypto,41.61,0
3623,3/1/2019,98537015,39,2,41.61,83.22,In Process,6.32,0,0,0,Crypto,41.61,0
3623,2/16/2023,96715131,33,1,28.56,28.56,Completed,5.84,4,5,28.56,Credit Card,28.56,128.52
3623,2/16/2023,96715131,33,1,28.56,28.56,Completed,5.84,4,5,28.56,Credit Card,28.56,128.52
3794,3/1/2019,38912453,44,1,52.78,52.78,Returned,,0,0,0,PayPal,52.78,0
3794,3/1/2019,38912453,44,1,52.78,52.78,Returned,,0,0,0,PayPal,52.78,0
3794,6/17/2022,46988900,56,1,87.34,87.34,Completed,4.07,5,4,87.34,PayPal,87.34,393.03
3794,6/17/2022,46988900,56,1,87.34,87.34,Completed,4.07,5,4,87.34,PayPal,87.34,393.03
2305,3/2/2019,24812248,53,3,7.51,22.53,Cancelled,9.45,0,0,0,Bank Transfer,7.51,0
4761,3/2/2019,55049271,18,1,1.97,1.97,Completed,3.87,5,3,1.97,Credit Card,1.97,7.88
6874,3/3/2019,24623839,18,2,1.97,3.94,Completed,1.34,5,5,3.94,PayPal,1.97,19.7
8515,3/3/2019,27824082,6,3,8.07,24.21,Completed,9.39,4,4,24.21,Bank Transfer,8.07,96.84
8515,3/3/2019,27824082,6,3,8.07,24.21,Completed,9.39,4,4,24.21,Bank Transfer,8.07,96.84
8515,10/15/2023,82718600,66,2,56.01,112.02,Returned,6.95,0,0,0,Credit Card,56.01,0
8515,10/15/2023,82718600,66,2,56.01,112.02,Returned,6.95,0,0,0,Credit Card,56.01,0
7873,3/3/2019,11785961,56,2,87.34,174.68,Completed,4.9,5,2,174.68,Bank Transfer,87.34,611.38
1742,3/4/2019,37516577,86,1,93.47,93.47,Completed,2.38,5,5,93.47,Crypto,93.47,467.35
1742,3/4/2019,37516577,86,1,93.47,93.47,Completed,2.38,5,5,93.47,Crypto,93.47,467.35
1742,9/22/2019,56246775,91,2,67.48,134.96,In Process,5.89,0,0,0,Credit Card,67.48,0
1742,9/22/2019,56246775,91,2,67.48,134.96,In Process,5.89,0,0,0,Credit Card,67.48,0
6691,3/4/2019,24652972,85,1,68.31,68.31,Completed,2.7,5,4,68.31,Crypto,68.31,307.395
6960,3/5/2019,30191945,51,1,50.59,50.59,In Process,2.82,0,0,0,Crypto,50.59,0
6849,3/5/2019,70476491,47,1,64.64,64.64,Cancelled,7.71,0,0,0,Crypto,64.64,0
6005,3/6/2019,72987497,53,1,7.51,7.51,Cancelled,2.46,0,0,0,Crypto,7.51,0
6005,3/6/2019,72987497,53,1,7.51,7.51,Cancelled,2.46,0,0,0,Crypto,7.51,0
6005,7/5/2020,90330935,91,1,67.48,67.48,Completed,8.89,5,4,67.48,Credit Card,67.48,303.66
6005,7/5/2020,90330935,91,1,67.48,67.48,Completed,8.89,5,4,67.48,Credit Card,67.48,303.66
4507,3/7/2019,59202076,71,3,57.53,172.59,Returned,8.68,0,0,0,PayPal,57.53,0
4282,3/7/2019,38978082,51,2,50.59,101.18,Completed,0.64,5,5,101.18,PayPal,50.59,505.9
4349,3/8/2019,24699973,70,3,63.88,191.64,In Process,2.73,0,0,0,Bank Transfer,63.88,0
2371,3/8/2019,55541844,4,2,32.43,64.86,In Process,2.05,0,0,0,Crypto,32.43,0
2371,3/8/2019,55541844,4,2,32.43,64.86,In Process,2.05,0,0,0,Crypto,32.43,0
2371,5/31/2022,89418933,64,2,35.23,70.46,Completed,5.1,5,5,70.46,Crypto,35.23,352.3
2371,5/31/2022,89418933,64,2,35.23,70.46,Completed,5.1,5,5,70.46,Crypto,35.23,352.3
6483,3/9/2019,48148209,39,2,41.61,83.22,Completed,3.76,5,4,83.22,Credit Card,41.61,374.49
9244,3/10/2019,49918538,63,2,57.12,114.24,Cancelled,0.7,0,0,0,PayPal,57.12,0
7702,3/10/2019,89731038,9,1,73.83,73.83,Completed,7.9,4,5,73.83,Bank Transfer,73.83,332.235
8750,3/10/2019,62993008,50,3,50.71,152.13,Completed,8.23,4,5,152.13,Crypto,50.71,684.585
8750,3/10/2019,62993008,50,3,50.71,152.13,Completed,8.23,4,5,152.13,Crypto,50.71,684.585
8750,11/6/2023,18309118,77,2,20.4,40.8,Completed,7.52,5,4,40.8,Credit Card,20.4,183.6
8750,11/6/2023,18309118,77,2,20.4,40.8,Completed,7.52,5,4,40.8,Credit Card,20.4,183.6
8113,3/11/2019,53796492,65,1,38.95,38.95,In Process,8.44,0,0,0,Credit Card,38.95,0
8113,3/11/2019,53796492,65,1,38.95,38.95,In Process,8.44,0,0,0,Credit Card,38.95,0
8113,3/20/2022,45941658,39,3,41.61,124.83,Completed,7.74,4,4,124.83,PayPal,41.61,499.32
8113,3/20/2022,45941658,39,3,41.61,124.83,Completed,7.74,4,4,124.83,PayPal,41.61,499.32
2140,3/11/2019,43599668,6,3,8.07,24.21,Cancelled,0.3,0,0,0,Credit Card,8.07,0
2140,3/11/2019,43599668,6,3,8.07,24.21,Cancelled,0.3,0,0,0,Credit Card,8.07,0
2140,5/16/2020,58029371,39,2,41.61,83.22,In Process,3.48,0,0,0,PayPal,41.61,0
2140,5/16/2020,58029371,39,2,41.61,83.22,In Process,3.48,0,0,0,PayPal,41.61,0
1215,3/12/2019,54998773,72,3,3.55,10.65,Completed,5.57,3,3,10.65,Bank Transfer,3.55,31.95
2248,3/12/2019,59742198,39,1,41.61,41.61,In Process,6.25,0,0,0,Crypto,41.61,0
6258,3/13/2019,75273264,39,1,41.61,41.61,In Process,0.7,0,0,0,Bank Transfer,41.61,0
3562,3/14/2019,61783260,56,3,87.34,262.02,Completed,0.54,5,4,262.02,Bank Transfer,87.34,1179.09
3562,3/14/2019,61783260,56,3,87.34,262.02,Completed,0.54,5,4,262.02,Bank Transfer,87.34,1179.09
3562,3/14/2019,61783260,56,3,87.34,262.02,Completed,0.54,5,4,262.02,Bank Transfer,87.34,1179.09
3562,10/10/2020,77283724,78,2,19.66,39.32,Completed,2.73,5,5,39.32,Bank Transfer,19.66,196.6
3562,10/10/2020,77283724,78,2,19.66,39.32,Completed,2.73,5,5,39.32,Bank Transfer,19.66,196.6
3562,10/10/2020,77283724,78,2,19.66,39.32,Completed,2.73,5,5,39.32,Bank Transfer,19.66,196.6
3562,8/2/2023,65286664,68,3,32.68,98.04,Completed,3.03,4,5,98.04,Bank Transfer,32.68,441.18
3562,8/2/2023,65286664,68,3,32.68,98.04,Completed,3.03,4,5,98.04,Bank Transfer,32.68,441.18
3562,8/2/2023,65286664,68,3,32.68,98.04,Completed,3.03,4,5,98.04,Bank Transfer,32.68,441.18
9208,3/14/2019,18053386,70,2,63.88,127.76,Completed,2.36,4,2,127.76,Bank Transfer,63.88,383.28
9495,3/14/2019,26844645,69,1,96.47,96.47,In Process,4.27,0,0,0,Bank Transfer,96.47,0
1495,3/14/2019,16077009,10,2,19.34,38.68,Cancelled,3.99,0,0,0,Credit Card,19.34,0
1495,3/14/2019,16077009,10,2,19.34,38.68,Cancelled,3.99,0,0,0,Credit Card,19.34,0
1495,1/2/2023,27366388,68,1,32.68,32.68,In Process,1.27,0,0,0,PayPal,32.68,0
1495,1/2/2023,27366388,68,1,32.68,32.68,In Process,1.27,0,0,0,PayPal,32.68,0
9998,3/14/2019,26100713,91,2,67.48,134.96,Completed,5.04,3,5,134.96,PayPal,67.48,539.84
9395,3/14/2019,46141785,90,1,21.51,21.51,Completed,8.18,5,4,21.51,Bank Transfer,21.51,96.795
6333,3/15/2019,17705878,24,1,99.58,99.58,Cancelled,0.51,0,0,0,Bank Transfer,99.58,0
6634,3/16/2019,97548443,66,1,56.01,56.01,Completed,1.86,4,5,56.01,Credit Card,56.01,252.045
9944,3/16/2019,94572670,89,1,37.61,37.61,Completed,6.55,4,5,37.61,Bank Transfer,37.61,169.245
9951,3/17/2019,17131549,22,2,41.48,82.96,Completed,9.49,3,4,82.96,Credit Card,41.48,290.36
2789,3/17/2019,63883927,3,1,97.19,97.19,Cancelled,1.23,0,0,0,Credit Card,97.19,0
3385,3/18/2019,66320727,5,3,11.97,35.91,Completed,5.96,5,5,35.91,PayPal,11.97,179.55
2035,3/19/2019,13683428,88,2,40.95,81.9,Returned,4.54,0,0,0,Crypto,40.95,0
7387,3/20/2019,32256430,49,2,99.72,199.44,In Process,7.64,0,0,0,Credit Card,99.72,0
4289,3/21/2019,17455709,36,2,48.16,96.32,Returned,9.06,0,0,0,Crypto,48.16,0
4156,3/21/2019,56142928,26,3,34.43,103.29,Completed,7.23,3,5,103.29,Credit Card,34.43,413.16
8856,3/21/2019,73448314,39,2,41.61,83.22,Completed,0.86,5,4,83.22,Credit Card,41.61,374.49
1358,3/21/2019,89726105,98,1,85.04,85.04,Completed,6.64,5,5,85.04,Credit Card,85.04,425.2
7674,3/22/2019,52051892,7,2,59.68,119.36,Completed,3.95,3,4,119.36,Credit Card,59.68,417.76
4725,3/23/2019,14651466,45,3,3.67,11.01,Completed,3.73,3,5,11.01,Bank Transfer,3.67,44.04
4725,3/23/2019,14651466,45,3,3.67,11.01,Completed,3.73,3,5,11.01,Bank Transfer,3.67,44.04
4725,3/23/2019,14651466,45,3,3.67,11.01,Completed,3.73,3,5,11.01,Bank Transfer,3.67,44.04
4725,6/6/2022,24824624,62,1,81.46,81.46,Completed,9.45,5,4,81.46,Credit Card,81.46,366.57
4725,6/6/2022,24824624,62,1,81.46,81.46,Completed,9.45,5,4,81.46,Credit Card,81.46,366.57
4725,6/6/2022,24824624,62,1,81.46,81.46,Completed,9.45,5,4,81.46,Credit Card,81.46,366.57
4725,6/7/2022,47889579,44,3,52.78,158.34,Completed,2.75,3,3,158.34,Crypto,52.78,475.02
4725,6/7/2022,47889579,44,3,52.78,158.34,Completed,2.75,3,3,158.34,Crypto,52.78,475.02
4725,6/7/2022,47889579,44,3,52.78,158.34,Completed,2.75,3,3,158.34,Crypto,52.78,475.02
2960,3/24/2019,20100176,72,1,3.55,3.55,Returned,4.58,0,0,0,PayPal,3.55,0
2960,3/24/2019,20100176,72,1,3.55,3.55,Returned,4.58,0,0,0,PayPal,3.55,0
2960,2/8/2023,42660282,59,3,79.57,238.71,Completed,6.12,4,3,238.71,Credit Card,79.57,835.485
2960,2/8/2023,42660282,59,3,79.57,238.71,Completed,6.12,4,3,238.71,Credit Card,79.57,835.485
4352,3/24/2019,37889558,67,1,17.22,17.22,Completed,0.91,5,5,17.22,PayPal,17.22,86.1
1941,3/25/2019,63459803,86,3,93.47,280.41,In Process,7.84,0,0,0,Bank Transfer,93.47,0
1941,3/25/2019,63459803,86,3,93.47,280.41,In Process,7.84,0,0,0,Bank Transfer,93.47,0
1941,3/25/2019,63459803,86,3,93.47,280.41,In Process,7.84,0,0,0,Bank Transfer,93.47,0
1941,1/23/2021,70638412,59,3,79.57,238.71,Completed,4.52,4,1,238.71,Crypto,79.57,596.775
1941,1/23/2021,70638412,59,3,79.57,238.71,Completed,4.52,4,1,238.71,Crypto,79.57,596.775
1941,1/23/2021,70638412,59,3,79.57,238.71,Completed,4.52,4,1,238.71,Crypto,79.57,596.775
1941,9/13/2021,73573144,95,3,50.48,151.44,Completed,5.65,5,4,151.44,PayPal,50.48,681.48
1941,9/13/2021,73573144,95,3,50.48,151.44,Completed,5.65,5,4,151.44,PayPal,50.48,681.48
1941,9/13/2021,73573144,95,3,50.48,151.44,Completed,5.65,5,4,151.44,PayPal,50.48,681.48
2279,3/25/2019,71194031,67,2,17.22,34.44,In Process,4.76,0,0,0,Bank Transfer,17.22,0
4551,3/26/2019,40345595,81,2,52.96,105.92,Completed,6.34,3,3,105.92,PayPal,52.96,317.76
9101,3/26/2019,14893850,96,2,36.96,73.92,Completed,10,5,3,73.92,Crypto,36.96,295.68
4995,3/27/2019,75073824,83,2,1.22,2.44,Completed,2.11,5,5,2.44,Crypto,1.22,12.2
8425,3/27/2019,31808198,23,3,95.72,287.16,Completed,8.12,3,3,287.16,Bank Transfer,95.72,861.48
9177,3/28/2019,94230696,33,2,28.56,57.12,Completed,8.74,4,4,57.12,Credit Card,28.56,228.48
6102,3/28/2019,31392911,5,2,11.97,23.94,In Process,3.59,0,0,0,Bank Transfer,11.97,0
6102,3/28/2019,31392911,5,2,11.97,23.94,In Process,3.59,0,0,0,Bank Transfer,11.97,0
6102,12/28/2022,81145908,6,2,8.07,16.14,Cancelled,8.98,0,0,0,Bank Transfer,8.07,0
6102,12/28/2022,81145908,6,2,8.07,16.14,Cancelled,8.98,0,0,0,Bank Transfer,8.07,0
5336,3/29/2019,53312156,37,1,11.5,11.5,Completed,3.97,5,5,11.5,Crypto,11.5,57.5
2918,3/29/2019,84266640,94,1,17.63,17.63,Completed,5.26,5,4,17.63,Credit Card,17.63,79.335
2918,3/29/2019,84266640,94,1,17.63,17.63,Completed,5.26,5,4,17.63,Credit Card,17.63,79.335
2918,3/18/2022,18637427,39,3,41.61,124.83,Completed,8.6,5,5,124.83,Crypto,41.61,624.15
2918,3/18/2022,18637427,39,3,41.61,124.83,Completed,8.6,5,5,124.83,Crypto,41.61,624.15
2395,3/29/2019,50513914,90,3,21.51,64.53,Cancelled,9.74,0,0,0,Credit Card,21.51,0
5327,3/30/2019,96949015,76,2,76.67,153.34,In Process,2.46,0,0,0,Credit Card,76.67,0
6547,3/30/2019,89655348,79,2,33.28,66.56,In Process,8.61,0,0,0,PayPal,33.28,0
6254,3/31/2019,86741273,54,2,90.78,181.56,Cancelled,5.52,0,0,0,Credit Card,90.78,0
6254,3/31/2019,86741273,54,2,90.78,181.56,Cancelled,5.52,0,0,0,Credit Card,90.78,0
6254,11/15/2021,30584563,53,2,7.51,15.02,Cancelled,1.63,0,0,0,Bank Transfer,7.51,0
6254,11/15/2021,30584563,53,2,7.51,15.02,Cancelled,1.63,0,0,0,Bank Transfer,7.51,0
2131,4/1/2019,16010723,66,2,56.01,112.02,Completed,6.86,5,5,112.02,Bank Transfer,56.01,560.1
2131,4/1/2019,16010723,66,2,56.01,112.02,Completed,6.86,5,5,112.02,Bank Transfer,56.01,560.1
2131,2/24/2022,39052855,59,3,79.57,238.71,Completed,5.03,5,3,238.71,Crypto,79.57,954.84
2131,2/24/2022,39052855,59,3,79.57,238.71,Completed,5.03,5,3,238.71,Crypto,79.57,954.84
3406,4/1/2019,44187245,41,1,32.33,32.33,Completed,2.9,5,5,32.33,PayPal,32.33,161.65
3406,4/1/2019,44187245,41,1,32.33,32.33,Completed,2.9,5,5,32.33,PayPal,32.33,161.65
3406,4/26/2019,34385189,3,2,97.19,194.38,Completed,3.91,5,3,194.38,PayPal,97.19,777.52
3406,4/26/2019,34385189,3,2,97.19,194.38,Completed,3.91,5,3,194.38,PayPal,97.19,777.52
8333,4/2/2019,26120474,94,1,17.63,17.63,Completed,6.64,5,3,17.63,Crypto,17.63,70.52
2954,4/3/2019,95369856,22,3,41.48,124.44,Cancelled,2.1,0,0,0,PayPal,41.48,0
2629,4/3/2019,89702444,84,3,32.88,98.64,Completed,2.33,5,5,98.64,Credit Card,32.88,493.2
2965,4/4/2019,33146638,60,3,91.28,273.84,Completed,0.11,3,4,273.84,Crypto,91.28,958.44
2965,4/4/2019,33146638,60,3,91.28,273.84,Completed,0.11,3,4,273.84,Crypto,91.28,958.44
2965,4/4/2019,33146638,60,3,91.28,273.84,Completed,0.11,3,4,273.84,Crypto,91.28,958.44
2965,4/7/2022,33727098,85,1,68.31,68.31,Completed,5.21,5,5,68.31,Credit Card,68.31,341.55
2965,4/7/2022,33727098,85,1,68.31,68.31,Completed,5.21,5,5,68.31,Credit Card,68.31,341.55
2965,4/7/2022,33727098,85,1,68.31,68.31,Completed,5.21,5,5,68.31,Credit Card,68.31,341.55
2965,3/27/2023,66354317,100,2,98.59,197.18,Returned,5.15,0,0,0,Bank Transfer,98.59,0
2965,3/27/2023,66354317,100,2,98.59,197.18,Returned,5.15,0,0,0,Bank Transfer,98.59,0
2965,3/27/2023,66354317,100,2,98.59,197.18,Returned,5.15,0,0,0,Bank Transfer,98.59,0
5999,4/5/2019,85871926,76,2,76.67,153.34,Completed,0.31,5,4,153.34,Bank Transfer,76.67,690.03
5435,4/5/2019,51489078,78,2,19.66,39.32,Cancelled,6.15,0,0,0,Credit Card,19.66,0
5435,4/5/2019,51489078,78,2,19.66,39.32,Cancelled,6.15,0,0,0,Credit Card,19.66,0
5435,10/22/2019,88470080,59,2,79.57,159.14,Completed,4.2,4,3,159.14,PayPal,79.57,556.99
5435,10/22/2019,88470080,59,2,79.57,159.14,Completed,4.2,4,3,159.14,PayPal,79.57,556.99
8469,4/5/2019,43799147,61,1,70.34,70.34,Cancelled,4.59,0,0,0,Bank Transfer,70.34,0
9732,4/5/2019,73642738,5,1,11.97,11.97,Completed,8.85,4,5,11.97,PayPal,11.97,53.865
9732,4/5/2019,73642738,5,1,11.97,11.97,Completed,8.85,4,5,11.97,PayPal,11.97,53.865
9732,7/26/2023,75633647,59,2,79.57,159.14,Completed,6.72,4,4,159.14,Bank Transfer,79.57,636.56
9732,7/26/2023,75633647,59,2,79.57,159.14,Completed,6.72,4,4,159.14,Bank Transfer,79.57,636.56
6460,4/6/2019,50844491,46,1,9.88,9.88,In Process,4.87,0,0,0,Bank Transfer,9.88,0
6460,4/6/2019,50844491,46,1,9.88,9.88,In Process,4.87,0,0,0,Bank Transfer,9.88,0
6460,5/8/2019,49211763,74,1,33.51,33.51,Cancelled,4.85,0,0,0,PayPal,33.51,0
6460,5/8/2019,49211763,74,1,33.51,33.51,Cancelled,4.85,0,0,0,PayPal,33.51,0
4313,4/7/2019,45010780,57,1,13.08,13.08,Cancelled,9.44,0,0,0,Credit Card,13.08,0
6498,4/7/2019,41372323,35,2,78.78,157.56,Completed,6.35,4,5,157.56,PayPal,78.78,709.02
2364,4/8/2019,23009329,90,2,21.51,43.02,Completed,8.01,3,5,43.02,Crypto,21.51,172.08
5272,4/9/2019,96906446,41,3,32.33,96.99,Completed,9.19,5,4,96.99,Crypto,32.33,436.455
6540,4/9/2019,86149492,9,1,73.83,73.83,Completed,0.54,3,5,73.83,PayPal,73.83,295.32
6540,4/9/2019,86149492,9,1,73.83,73.83,Completed,0.54,3,5,73.83,PayPal,73.83,295.32
6540,1/11/2020,23155392,33,2,28.56,57.12,Completed,7.78,4,5,57.12,Bank Transfer,28.56,257.04
6540,1/11/2020,23155392,33,2,28.56,57.12,Completed,7.78,4,5,57.12,Bank Transfer,28.56,257.04
4169,4/10/2019,12743560,13,3,41.29,123.87,Completed,3.85,5,5,123.87,Bank Transfer,41.29,619.35
4169,4/10/2019,12743560,13,3,41.29,123.87,Completed,3.85,5,5,123.87,Bank Transfer,41.29,619.35
4169,4/10/2019,12743560,13,3,41.29,123.87,Completed,3.85,5,5,123.87,Bank Transfer,41.29,619.35
4169,11/21/2019,82105277,73,3,30.57,91.71,Completed,2.36,5,5,91.71,Crypto,30.57,458.55
4169,11/21/2019,82105277,73,3,30.57,91.71,Completed,2.36,5,5,91.71,Crypto,30.57,458.55
4169,11/21/2019,82105277,73,3,30.57,91.71,Completed,2.36,5,5,91.71,Crypto,30.57,458.55
4169,7/16/2022,90243106,52,1,20.15,20.15,Cancelled,5.96,0,0,0,Crypto,20.15,0
4169,7/16/2022,90243106,52,1,20.15,20.15,Cancelled,5.96,0,0,0,Crypto,20.15,0
4169,7/16/2022,90243106,52,1,20.15,20.15,Cancelled,5.96,0,0,0,Crypto,20.15,0
8419,4/10/2019,91960701,48,3,31.26,93.78,Completed,1.13,3,4,93.78,Credit Card,31.26,328.23
2652,4/11/2019,83714744,14,2,89.76,179.52,Completed,1.88,5,3,179.52,PayPal,89.76,718.08
5044,4/12/2019,30502883,9,2,73.83,147.66,In Process,,0,0,0,Credit Card,73.83,0
3740,4/13/2019,83641351,5,1,11.97,11.97,Completed,4.17,4,5,11.97,Credit Card,11.97,53.865
6505,4/13/2019,79506795,55,3,73.53,220.59,Completed,2.85,4,4,220.59,Bank Transfer,73.53,882.36
6149,4/13/2019,31445482,20,3,81.89,245.67,Completed,4.72,5,4,245.67,Credit Card,81.89,1105.515
5857,4/14/2019,93319464,35,1,78.78,78.78,In Process,4.13,0,0,0,Bank Transfer,78.78,0
7294,4/15/2019,94142245,66,3,56.01,168.03,Cancelled,8.14,0,0,0,PayPal,56.01,0
7294,4/15/2019,94142245,66,3,56.01,168.03,Cancelled,8.14,0,0,0,PayPal,56.01,0
7294,2/16/2020,58634094,33,1,28.56,28.56,Completed,4.96,2,4,28.56,Bank Transfer,28.56,85.68
7294,2/16/2020,58634094,33,1,28.56,28.56,Completed,4.96,2,4,28.56,Bank Transfer,28.56,85.68
9783,4/15/2019,48517415,87,3,50.56,151.68,Completed,9.97,3,4,151.68,PayPal,50.56,530.88
6941,4/16/2019,72273092,47,3,64.64,193.92,Completed,6.35,3,5,193.92,Bank Transfer,64.64,775.68
3239,4/16/2019,70725155,17,2,18.86,37.72,In Process,3.59,0,0,0,Credit Card,18.86,0
3239,4/16/2019,70725155,17,2,18.86,37.72,In Process,3.59,0,0,0,Credit Card,18.86,0
3239,4/22/2019,65490656,70,3,63.88,191.64,Completed,5.1,5,4,191.64,Crypto,63.88,862.38
3239,4/22/2019,65490656,70,3,63.88,191.64,Completed,5.1,5,4,191.64,Crypto,63.88,862.38
8026,4/16/2019,95608036,18,2,1.97,3.94,Completed,8.44,5,4,3.94,Bank Transfer,1.97,17.73
8026,4/16/2019,95608036,18,2,1.97,3.94,Completed,8.44,5,4,3.94,Bank Transfer,1.97,17.73
8026,8/12/2022,55944058,14,3,89.76,269.28,Completed,7.04,3,5,269.28,Credit Card,89.76,1077.12
8026,8/12/2022,55944058,14,3,89.76,269.28,Completed,7.04,3,5,269.28,Credit Card,89.76,1077.12
3214,4/17/2019,66240326,53,2,7.51,15.02,Completed,7.37,4,5,15.02,Credit Card,7.51,67.59
4722,4/18/2019,37869306,73,2,30.57,61.14,Completed,4.65,5,5,61.14,Crypto,30.57,305.7
9256,4/18/2019,95506617,35,3,78.78,236.34,Completed,1.45,4,5,236.34,Credit Card,78.78,1063.53
9665,4/18/2019,84532284,12,2,86.11,172.22,Completed,1.29,5,5,172.22,Crypto,86.11,861.1
3336,4/19/2019,96952208,81,1,52.96,52.96,Completed,4.6,5,4,52.96,Crypto,52.96,238.32
4964,4/19/2019,49174827,75,2,32.34,64.68,Completed,0.93,4,4,64.68,Credit Card,32.34,258.72
4964,4/19/2019,49174827,75,2,32.34,64.68,Completed,0.93,4,4,64.68,Credit Card,32.34,258.72
4964,5/25/2021,69954933,70,1,63.88,63.88,In Process,4.47,0,0,0,Crypto,63.88,0
4964,5/25/2021,69954933,70,1,63.88,63.88,In Process,4.47,0,0,0,Crypto,63.88,0
3690,4/20/2019,57488166,35,3,78.78,236.34,Completed,9.34,4,3,236.34,PayPal,78.78,827.19
3295,4/21/2019,85732250,84,2,32.88,65.76,In Process,7.74,0,0,0,PayPal,32.88,0
3369,4/21/2019,70471103,74,1,33.51,33.51,In Process,5.09,0,0,0,Credit Card,33.51,0
3369,4/21/2019,70471103,74,1,33.51,33.51,In Process,5.09,0,0,0,Credit Card,33.51,0
3369,7/4/2022,63974906,83,2,1.22,2.44,Cancelled,4.36,0,0,0,Credit Card,1.22,0
3369,7/4/2022,63974906,83,2,1.22,2.44,Cancelled,4.36,0,0,0,Credit Card,1.22,0
3171,4/21/2019,75570984,75,3,32.34,97.02,In Process,5.98,0,0,0,Credit Card,32.34,0
7169,4/22/2019,81184751,50,3,50.71,152.13,In Process,8.26,0,0,0,Crypto,50.71,0
